863.393  RMS Change: 7.35024
Level Tolerance=  0.75
216.452  RMS Change: 2.72489
Level Tolerance=  0.75
214.582  RMS Change: 2.72015
Level Tolerance=  0.75
211.746  RMS Change: 2.71613
Level Tolerance=  0.75
209.548  RMS Change: 2.71227
Level Tolerance=  0.75
206.834  RMS Change: 2.70858
Level Tolerance=  0.75
204.862  RMS Change: 2.70514
Level Tolerance=  0.75
202.921  RMS Change: 2.70223
Level Tolerance=  0.75
201.113  RMS Change: 2.69938
Level Tolerance=  0.75
199.987  RMS Change: 2.69705
Level Tolerance=  0.75
198.775  RMS Change: 2.69469
Level Tolerance=  0.75
197.142  RMS Change: 2.69237
Level Tolerance=  0.75
196.34  RMS Change: 2.69043
Level Tolerance=  0.75
195.42  RMS Change: 2.68856
Level Tolerance=  0.75
194.413  RMS Change: 2.68697
Level Tolerance=  0.75
193.857  RMS Change: 2.68537
Level Tolerance=  0.75
192.706  RMS Change: 2.68393
Level Tolerance=  0.75
191.761  RMS Change: 2.68246
Level Tolerance=  0.75
190.956  RMS Change: 2.6812
Level Tolerance=  0.75
----------------------------------
----------------------------------
322.759  RMS Change: 1.38946
Level Tolerance=  0.4
320.727  RMS Change: 1.38062
Level Tolerance=  0.4
315.242  RMS Change: 1.37343
Level Tolerance=  0.4
309.925  RMS Change: 1.36777
Level Tolerance=  0.4
305.364  RMS Change: 1.36324
Level Tolerance=  0.4
300.782  RMS Change: 1.3594
Level Tolerance=  0.4
296.437  RMS Change: 1.35595
Level Tolerance=  0.4
292.671  RMS Change: 1.35278
Level Tolerance=  0.4
289.075  RMS Change: 1.34995
Level Tolerance=  0.4
285.631  RMS Change: 1.34733
Level Tolerance=  0.4
282.663  RMS Change: 1.3448
Level Tolerance=  0.4
279.515  RMS Change: 1.34242
Level Tolerance=  0.4
276.79  RMS Change: 1.34008
Level Tolerance=  0.4
273.92  RMS Change: 1.33778
Level Tolerance=  0.4
271.2  RMS Change: 1.33561
Level Tolerance=  0.4
268.759  RMS Change: 1.33351
Level Tolerance=  0.4
266.298  RMS Change: 1.33148
Level Tolerance=  0.4
263.924  RMS Change: 1.32947
Level Tolerance=  0.4
261.676  RMS Change: 1.32753
Level Tolerance=  0.4
259.54  RMS Change: 1.32559
Level Tolerance=  0.4
257.335  RMS Change: 1.32366
Level Tolerance=  0.4
254.989  RMS Change: 1.3218
Level Tolerance=  0.4
252.78  RMS Change: 1.31995
Level Tolerance=  0.4
250.947  RMS Change: 1.31809
Level Tolerance=  0.4
249.095  RMS Change: 1.31629
Level Tolerance=  0.4
247.446  RMS Change: 1.31453
Level Tolerance=  0.4
245.578  RMS Change: 1.3128
Level Tolerance=  0.4
243.883  RMS Change: 1.31112
Level Tolerance=  0.4
242.173  RMS Change: 1.30943
Level Tolerance=  0.4
240.575  RMS Change: 1.30776
Level Tolerance=  0.4
238.995  RMS Change: 1.30613
Level Tolerance=  0.4
237.562  RMS Change: 1.30451
Level Tolerance=  0.4
----------------------------------
----------------------------------
445.924  RMS Change: 0.710551
Level Tolerance=  0.2
465.046  RMS Change: 0.707364
Level Tolerance=  0.2
465.795  RMS Change: 0.705069
Level Tolerance=  0.2
460.126  RMS Change: 0.703234
Level Tolerance=  0.2
451.364  RMS Change: 0.701775
Level Tolerance=  0.2
441.131  RMS Change: 0.700535
Level Tolerance=  0.2
431.145  RMS Change: 0.699438
Level Tolerance=  0.2
422.283  RMS Change: 0.698443
Level Tolerance=  0.2
415.153  RMS Change: 0.697483
Level Tolerance=  0.2
409.639  RMS Change: 0.696538
Level Tolerance=  0.2
405.484  RMS Change: 0.695627
Level Tolerance=  0.2
402.242  RMS Change: 0.694778
Level Tolerance=  0.2
399.613  RMS Change: 0.694026
Level Tolerance=  0.2
397.146  RMS Change: 0.693375
Level Tolerance=  0.2
394.845  RMS Change: 0.692813
Level Tolerance=  0.2
392.61  RMS Change: 0.692313
Level Tolerance=  0.2
390.44  RMS Change: 0.691867
Level Tolerance=  0.2
388.418  RMS Change: 0.691448
Level Tolerance=  0.2
386.366  RMS Change: 0.691055
Level Tolerance=  0.2
384.391  RMS Change: 0.690686
Level Tolerance=  0.2
382.403  RMS Change: 0.690332
Level Tolerance=  0.2
380.455  RMS Change: 0.689997
Level Tolerance=  0.2
378.483  RMS Change: 0.689674
Level Tolerance=  0.2
376.509  RMS Change: 0.689352
Level Tolerance=  0.2
374.52  RMS Change: 0.689033
Level Tolerance=  0.2
372.641  RMS Change: 0.688719
Level Tolerance=  0.2
370.697  RMS Change: 0.688406
Level Tolerance=  0.2
368.793  RMS Change: 0.68809
Level Tolerance=  0.2
366.941  RMS Change: 0.687781
Level Tolerance=  0.2
365.081  RMS Change: 0.687473
Level Tolerance=  0.2
363.207  RMS Change: 0.687162
Level Tolerance=  0.2
361.409  RMS Change: 0.686851
Level Tolerance=  0.2
----------------------------------
----------------------------------

time = ~ 138 min


